Frame,Time (Seconds),X9_B1,Y,Z,X9_B2,Y,Z
330,0.916667,-264.639008,1449.262329,110.280991,-0.877039,-6.020212,-2.808463
331,0.919444,-264.379852,1450.825928,110.533302,-0.850904,-6.006248,-2.766956
332,0.922222,-264.190613,1450.839722,110.662682,-0.854279,-6.01501,-2.830911
333,0.925,-264.640564,1449.212158,110.282585,-0.908442,-5.994855,-2.847496
334,0.927778,-264.548859,1449.346558,110.297417,-0.934248,-5.992278,-2.855963
335,0.930556,-264.559113,1449.331787,110.286919,-0.996741,-5.998613,-2.884487
336,0.933333,-264.560425,1449.327759,110.290596,-0.985372,-5.980189,-2.860059
337,0.936111,-264.551605,1449.326294,110.295303,-1.209488,-5.778251,-4.008492
338,0.938889,-264.548706,1449.317261,110.283478,-1.050388,-5.973213,-2.888032
339,0.941667,-264.545593,1449.328857,110.287041,-1.072202,-5.938819,-2.856676
340,0.944444,-264.581421,1449.333984,110.280464,-1.300541,-5.764767,-4.044197
341,0.947222,-264.583344,1449.346924,110.281769,-1.075342,-5.927637,-2.825722
342,0.95,-264.589508,1449.366455,110.284584,-1.114255,-5.906364,-2.924963
343,0.952778,-264.543671,1449.372437,110.284637,-1.15721,-5.962012,-2.882655
344,0.955556,-264.544098,1449.393066,110.283508,-1.349033,-5.740737,-3.986348
345,0.958333,-264.586426,1449.415771,110.291786,-1.13522,-5.95161,-2.823795
346,0.961111,-264.643555,1449.288086,110.26545,-1.135057,-5.949093,-2.908087
347,0.963889,-264.640717,1449.297485,110.275871,-1.14215,-5.960289,-2.88039
348,0.966667,-264.649963,1449.325684,110.27002,-1.102793,-5.955029,-2.799484
349,0.969444,-264.637573,1449.346313,110.282265,-1.093663,-5.944898,-2.845228
350,0.972222,-264.643127,1449.351318,110.285942,-1.277409,-5.790606,-3.741008
351,0.975,-264.641937,1449.368896,110.289513,-1.065893,-5.98209,-2.757543
352,0.977778,-264.661682,1449.38916,110.313278,-0.775022,-5.865976,-2.672872
353,0.980556,-264.747498,1449.347412,110.334641,-1.069723,-5.95627,-2.877324
354,0.983333,-264.660522,1449.38916,110.322769,-0.72635,-5.86972,-2.705659
355,0.986111,-264.664429,1449.384644,110.322571,-0.727641,-5.919169,-2.676704
356,0.988889,-264.678345,1449.388184,110.332428,-0.694806,-5.933669,-2.630744
357,0.991667,-264.685974,1449.328125,110.309593,-0.669635,-5.950339,-2.653399
358,0.994444,-264.681183,1449.298462,110.284241,-0.933109,-6.006282,-2.813753
359,0.997222,-264.689575,1449.270508,110.284645,-0.648846,-5.967083,-2.648926
360,1,-264.689758,1449.260132,110.266533,-0.88763,-6.015895,-2.783651
361,1.002778,-264.692535,1449.239746,110.287407,-0.912172,-6.015382,-2.815683
362,1.005556,-264.689209,1449.224609,110.278526,-0.915269,-6.014132,-2.843203
363,1.008333,-264.688538,1449.196045,110.287643,-0.916128,-6.009023,-2.825323
364,1.011111,-264.684479,1449.178223,110.262085,-0.91975,-5.995042,-2.865174
365,1.013889,-262.965637,1449.18042,111.029709,-0.849227,-5.997733,-2.765673
366,1.016667,-264.679596,1449.155151,110.262634,-0.867231,-6.004911,-2.781744
367,1.019444,-262.9646,1449.168335,111.030731,-0.876768,-6.018496,-2.851848
368,1.022222,-264.79953,1448.720215,110.338982,-0.830764,-6.032038,-2.764349
369,1.025,-263.758423,1450.20813,109.207062,-0.854438,-6.026114,-2.783389
370,1.027778,-262.986084,1449.138306,110.997398,-0.89689,-6.02905,-2.762789
371,1.030556,-264.639252,1449.178345,110.261436,-0.884906,-6.02425,-2.731351
372,1.033333,-262.943756,1449.190796,111.024139,-0.87798,-6.055375,-2.77082
373,1.036111,-264.635834,1449.178345,110.280212,-0.892345,-6.013193,-2.722345
374,1.038889,-264.639404,1449.201538,110.287529,-0.902296,-6.029575,-2.722677
375,1.041667,-264.597107,1449.25354,110.314964,-0.91776,-6.025379,-2.72012
376,1.044444,-264.630005,1449.243164,110.273674,-0.939978,-6.019692,-2.757611
377,1.047222,-264.628326,1449.26123,110.290154,-0.928802,-6.05196,-2.723555
378,1.05,-264.630646,1449.291016,110.28511,-0.662957,-5.929409,-2.640458
379,1.052778,-264.632263,1449.308105,110.279472,-0.697521,-5.940204,-2.66945
380,1.055556,-264.644562,1449.343994,110.313507,-0.725379,-5.963801,-2.58855
381,1.058333,-264.602448,1449.390747,110.344269,-0.751605,-5.944161,-2.590629
382,1.061111,-264.645111,1449.373657,110.308075,-0.785012,-5.93538,-2.657234
383,1.063889,-264.647186,1449.378906,110.316551,-0.755035,-5.967142,-2.570526
384,1.066667,-264.652466,1449.386963,110.320595,-0.772511,-5.952575,-2.609046
385,1.069444,-264.6521,1449.391479,110.316299,-0.79127,-5.937969,-2.652498
386,1.072222,-264.662354,1449.378296,110.34304,-0.753318,-5.956942,-2.552901
387,1.075,-264.666504,1449.374023,110.344025,-0.792743,-5.993516,-2.685707
388,1.077778,-264.666595,1449.367188,110.323952,-0.732626,-5.945565,-2.657408
389,1.080556,-264.678436,1449.348267,110.332176,-0.679586,-5.954494,-2.590793
390,1.083333,-264.677734,1449.329956,110.327126,-0.683564,-5.957422,-2.596354
391,1.086111,-264.680847,1449.304688,110.331268,-0.653466,-5.939702,-2.662086
392,1.088889,-264.697418,1449.283936,110.335526,-0.595794,-5.937352,-2.674518
393,1.091667,-264.657227,1449.248901,110.285614,-0.887717,-6.043787,-2.753128
394,1.094444,-264.658905,1449.238525,110.284752,-0.820365,-6.034242,-2.743839
395,1.097222,-264.663361,1449.215942,110.277336,-0.841169,-6.053668,-2.770243
396,1.1,-264.66153,1449.196167,110.2677,-0.790796,-6.029909,-2.69405
397,1.102778,-264.670166,1449.190063,110.258537,-0.810299,-6.038742,-2.77282
398,1.105556,-264.674103,1449.172607,110.268875,-0.761848,-6.038099,-2.742219
399,1.108333,-264.675232,1449.172119,110.28019,-0.778111,-6.016323,-2.835429
400,1.111111,-264.694855,1449.171143,110.308487,-0.772159,-6.050528,-2.783169
401,1.113889,-264.681122,1449.174683,110.28862,-0.828642,-6.054209,-2.800213
402,1.116667,-264.670166,1449.188354,110.279449,-0.850765,-6.081958,-2.73738
403,1.119444,-264.678375,1449.190918,110.281288,-0.871341,-6.049432,-2.80501
404,1.122222,-264.687866,1449.214111,110.291611,-0.875837,-6.041485,-2.770245
405,1.125,-264.666473,1449.224243,110.269669,-0.913544,-6.046381,-2.781212
406,1.127778,-264.658966,1449.245728,110.269661,-0.975459,-6.08493,-2.725887
407,1.130556,-264.668854,1449.272095,110.285294,-0.952463,-6.059096,-2.662127
408,1.133333,-264.647858,1449.297607,110.255196,-1.064403,-6.010041,-2.757355
409,1.136111,-264.646179,1449.311279,110.264725,-1.089013,-6.065624,-2.786891
410,1.138889,-264.68811,1449.345215,110.3274,-1.133354,-6.035534,-2.799329
411,1.141667,-264.672821,1449.360596,110.300987,-0.814272,-5.952589,-2.593415
412,1.144444,-264.663086,1449.376465,110.304878,-0.877393,-5.936525,-2.574116
413,1.147222,-264.668304,1449.380981,110.302429,-0.842889,-5.9785,-2.550545
414,1.15,-264.666443,1449.388062,110.29126,-0.884325,-5.97303,-2.64637
415,1.152778,-264.679657,1449.381348,110.316177,-0.906523,-5.98879,-2.531549
416,1.155556,-264.68045,1449.373413,110.323181,-0.943514,-5.948287,-2.648684
417,1.158333,-264.6716,1449.363403,110.300308,-0.89445,-5.949144,-2.546689
418,1.161111,-264.689758,1449.359009,110.32515,-0.85453,-5.937748,-2.605922
419,1.163889,-264.661591,1449.32373,110.276726,-0.844593,-5.952338,-2.641187
420,1.166667,-264.682983,1449.320068,110.316269,-1.145506,-6.062162,-2.760764
421,1.169444,-264.660431,1449.291626,110.270493,-0.839439,-5.944667,-2.66995
422,1.172222,-264.675873,1449.265137,110.288437,-1.044667,-6.023453,-2.761869
423,1.175,-264.667877,1449.250488,110.289665,-1.050205,-6.036155,-2.813441
424,1.177778,-264.665894,1449.231812,110.25959,-0.963217,-6.05234,-2.766563
425,1.180556,-264.667755,1449.21167,110.268578,-0.930543,-6.013584,-2.854804
426,1.183333,-264.66922,1449.192505,110.260483,-0.888592,-6.049937,-2.815417
427,1.186111,-264.667358,1449.183472,110.292595,-0.767833,-6.062225,-2.671396
428,1.188889,-264.636139,1449.229248,110.267647,-0.772763,-6.040567,-2.815654
429,1.191667,-264.639832,1449.225342,110.270844,-0.68897,-6.053179,-2.756424
430,1.194444,-264.628021,1449.219238,110.278763,-0.887659,-5.868342,-3.872561
431,1.197222,-264.622986,1449.211914,110.275909,-0.722063,-6.062073,-2.766286
432,1.2,-264.625702,1449.215332,110.272728,-0.698553,-6.055687,-2.739865
433,1.202778,-264.623047,1449.227295,110.275642,-0.69672,-6.064684,-2.6979
434,1.205556,-264.621399,1449.234497,110.269875,-0.713022,-6.066597,-2.704073
435,1.208333,-264.618469,1449.249512,110.275909,-0.734832,-6.06204,-2.819065
436,1.211111,-264.616425,1449.260864,110.278381,-0.692726,-6.053192,-2.716573
437,1.213889,-264.618561,1449.269165,110.275139,-0.771291,-6.074711,-2.767788
438,1.216667,-264.622925,1449.275879,110.279343,-0.841161,-6.086053,-2.772753
439,1.219444,-264.619598,1449.290161,110.285591,-0.866218,-6.100386,-2.702757
440,1.222222,-264.631104,1449.302124,110.276718,-0.851198,-6.095427,-2.672998
441,1.225,-264.632599,1449.321533,110.277298,-0.907538,-6.077604,-2.666195
442,1.227778,-264.622406,1449.332642,110.290886,-0.93891,-6.080162,-2.675002
443,1.230556,-264.842133,1449.229126,110.405907,-1.005295,-6.076991,-2.737641
444,1.233333,-264.890625,1449.345825,110.512184,-1.011341,-6.056927,-2.667799
445,1.236111,-264.643005,1449.300903,110.27269,-1.054395,-6.059142,-2.703922
446,1.238889,-264.646149,1449.305786,110.276451,-1.046737,-6.061707,-2.69892
447,1.241667,-264.654236,1449.297363,110.281792,-1.084676,-6.05781,-2.718871
448,1.244444,-264.656097,1449.287842,110.280533,-1.144301,-6.020115,-2.748118
449,1.247222,-264.660461,1449.285767,110.279526,-1.149572,-6.038036,-2.756274
450,1.25,-264.667572,1449.269165,110.279892,-1.110191,-6.028237,-2.713793
451,1.252778,-264.638336,1449.302124,110.275246,-1.119617,-6.03478,-2.738412
452,1.255556,-264.639862,1449.291748,110.272675,-1.131486,-5.994806,-2.777625
453,1.258333,-264.631134,1449.271484,110.2724,-1.080716,-6.001199,-2.777785
454,1.261111,-264.647156,1449.226807,110.269997,-1.060426,-5.985634,-2.80141
455,1.263889,-264.540375,1449.376587,110.307411,-1.176967,-5.766265,-3.954538
456,1.266667,-264.560333,1449.368774,110.308067,-0.94212,-5.965515,-2.846968
457,1.269444,-264.554749,1449.357544,110.297516,-0.921977,-5.97114,-2.802544
458,1.272222,-264.56546,1449.351929,110.29361,-0.878333,-5.97469,-2.847109
459,1.275,-264.574677,1449.329834,110.294464,-1.066102,-5.772366,-4.049422
460,1.277778,-264.616028,1449.331665,110.295746,-0.98237,-5.763369,-4.002969
461,1.280556,-264.614746,1449.332031,110.296616,-0.994024,-5.777787,-3.969606
462,1.283333,-264.577972,1449.332031,110.291954,-0.919541,-5.78919,-3.983666
463,1.286111,-264.705994,1449.344238,110.333824,-0.940706,-5.792035,-3.989417
464,1.288889,-264.591248,1449.341797,110.3069,-0.956911,-5.83391,-3.906087
465,1.291667,-264.663727,1449.213257,110.272606,-0.903479,-5.818983,-3.922227
466,1.294444,-264.673584,1449.233643,110.274345,-0.986991,-5.823268,-3.890224
467,1.297222,-264.671204,1449.245605,110.275238,-1.008794,-5.825988,-3.948596
468,1.3,-264.679291,1449.262817,110.290939,-1.024568,-5.877162,-3.803152
469,1.302778,-264.670288,1449.279175,110.292313,-1.096298,-5.857726,-3.778616
470,1.305556,-264.673798,1449.302734,110.28434,-1.138983,-5.866204,-3.786439
471,1.308333,-264.670868,1449.314941,110.293549,-1.035067,-6.032004,-2.793248
472,1.311111,-264.67395,1449.331665,110.283913,-1.063728,-6.030808,-2.845791
473,1.313889,-264.653778,1449.343384,110.291107,-1.279209,-5.886367,-3.762892
474,1.316667,-264.696869,1449.306641,110.281326,-1.094002,-6.029407,-2.719298
475,1.319444,-264.688995,1449.313599,110.268692,-1.138375,-6.0328,-2.695267
476,1.322222,-264.681702,1449.318115,110.276146,-1.238769,-5.995465,-2.8104
477,1.325,-264.688232,1449.313232,110.277397,-1.381423,-5.836744,-3.745952
478,1.327778,-264.67807,1449.305664,110.272896,-1.242166,-5.978662,-2.757326
479,1.330556,-264.662201,1449.284546,110.272079,-1.305634,-5.970441,-2.824505
480,1.333333,-264.673065,1449.277344,110.279716,-1.228635,-5.963262,-2.781287
481,1.336111,-264.85675,1450.771606,110.246399,-1.25507,-5.978246,-2.813053
482,1.338889,-262.947937,1449.262207,111.029213,-1.197115,-5.952322,-2.829559
483,1.341667,-264.741547,1448.780762,110.302223,-1.197454,-5.956802,-2.78633
484,1.344444,-263.82785,1450.188477,109.204735,-1.201879,-5.969471,-2.804487
485,1.347222,-262.977966,1449.160889,111.000755,-1.154605,-5.967502,-2.845865
486,1.35,-264.544464,1449.341919,110.299263,-1.322883,-5.769733,-4.036624
487,1.352778,-264.495758,1449.324219,110.320313,-1.057777,-5.990793,-2.810233
488,1.355556,-264.542755,1449.33606,110.286003,-1.047042,-6.012233,-2.779466
489,1.358333,-264.536224,1449.337646,110.284439,-0.993674,-5.983663,-2.886748
490,1.361111,-264.539246,1449.332031,110.294815,-0.943844,-5.992563,-2.863984
491,1.363889,-264.513916,1449.332397,110.289391,-1.050843,-5.825534,-3.937278
492,1.366667,-264.538422,1449.335693,110.284866,-0.889193,-6.045036,-2.789982
493,1.369444,-264.542999,1449.350708,110.301231,-0.877969,-6.006072,-2.81988
494,1.372222,-264.552612,1449.360229,110.294739,-1.032733,-5.824557,-3.952599
495,1.375,-264.63269,1449.235474,110.271103,-0.866332,-6.028903,-2.788096
496,1.377778,-264.623505,1449.256592,110.276085,-1.012698,-5.856949,-3.82423
497,1.380556,-264.632843,1449.271606,110.27774,-0.86692,-6.042999,-2.807918
498,1.383333,-264.639496,1449.290405,110.280869,-0.918111,-6.039374,-2.709536
499,1.386111,-264.628784,1449.307739,110.268028,-0.897931,-6.044597,-2.709477
500,1.388889,-264.645966,1449.328857,110.276405,-0.945738,-6.0382,-2.813151
501,1.391667,-264.647827,1449.349854,110.271294,-0.983441,-6.044015,-2.763444
502,1.394444,-264.714172,1449.375854,110.330925,-0.740594,-5.941587,-2.654197
503,1.397222,-264.667633,1449.340942,110.294601,-0.740336,-5.957851,-2.623752
504,1.4,-264.672668,1449.347656,110.298096,-0.766515,-5.96275,-2.642604
505,1.402778,-264.663971,1449.35791,110.296745,-0.790597,-5.954745,-2.647995
506,1.405556,-264.659027,1449.356079,110.299713,-0.82667,-5.943404,-2.645737
507,1.408333,-263.900482,1450.454468,109.614182,-0.826054,-5.943331,-2.663133
508,1.411111,-264.67749,1449.354858,110.327568,-0.808714,-5.954523,-2.644245
509,1.413889,-264.660522,1449.324707,110.294876,-1.12241,-6.001347,-2.760658
510,1.416667,-264.684204,1449.322876,110.329636,-0.873406,-5.915493,-2.637738
511,1.419444,-264.655029,1449.302979,110.288956,-1.180255,-5.996027,-2.841178
512,1.422222,-264.65799,1449.279907,110.272278,-1.188554,-5.980794,-2.830539
513,1.425,-264.422791,1450.848877,110.514717,-1.179761,-5.9955,-2.793994
514,1.427778,-264.655518,1449.239868,110.275841,-1.134718,-5.970395,-2.779498
515,1.430556,-263.746552,1450.238647,109.211868,-1.161381,-5.994298,-2.751541
516,1.433333,-262.934998,1449.228149,111.015167,-1.205927,-5.94634,-2.908845
517,1.436111,-264.449219,1450.808105,110.451904,-1.153723,-5.989464,-2.77839
518,1.438889,-262.953583,1449.193481,111.01046,-1.14825,-6.000781,-2.75799
519,1.441667,-264.790924,1448.742554,110.336609,-1.345577,-5.79506,-3.9423
520,1.444444,-263.831329,1450.178101,109.19178,-1.100281,-6.029091,-2.799774
521,1.447222,-262.956604,1449.178833,111.013222,-1.094599,-5.998951,-2.839055
522,1.45,-264.728027,1448.741943,110.289558,-1.090511,-6.015832,-2.738618
523,1.452778,-263.832489,1450.188843,109.197052,-1.100846,-6.01031,-2.762069
524,1.455556,-262.967163,1449.213257,111.012077,-1.088446,-5.991584,-2.832522
525,1.458333,-264.6745,1449.19397,110.268311,-1.062791,-5.999159,-2.825511
526,1.461111,-263.032288,1449.601318,111.023354,-0.98475,-6.019376,-2.699542
527,1.463889,-265.039581,1449.12207,110.43866,-1.005222,-6.032577,-2.812174
528,1.466667,-263.019836,1449.64917,111.036537,-0.982829,-6.062936,-2.766696
529,1.469444,-264.680389,1449.272095,110.260483,-0.913769,-6.078716,-2.701232
530,1.472222,-263.042206,1449.681763,111.029976,-0.909373,-6.084646,-2.665175
531,1.475,-264.721558,1449.328125,110.315086,-0.619556,-6.001915,-2.59584
532,1.477778,-264.711884,1449.340576,110.33165,-0.610626,-6.028365,-2.594635
533,1.480556,-265.015533,1449.392456,110.548882,-0.633154,-6.007922,-2.627005
534,1.483333,-264.818848,1449.383423,110.398308,-0.636984,-5.985476,-2.60658
535,1.486111,-264.816315,1449.380981,110.392632,-0.160963,-6.069444,-2.991281
536,1.488889,-264.697418,1449.387817,110.316978,-0.622096,-5.985171,-2.547948
537,1.491667,-264.705353,1449.379272,110.3339,-0.64481,-5.952835,-2.613486
538,1.494444,-264.690887,1449.368408,110.323334,-0.64319,-5.956047,-2.632576
539,1.497222,-264.75528,1449.343262,110.343994,-0.692966,-5.952064,-2.681838
540,1.5,-264.684937,1449.333374,110.310043,-0.697591,-5.945029,-2.727776
541,1.502778,-264.70993,1449.331055,110.355698,-0.707243,-5.920846,-2.640799
542,1.505556,-264.690186,1449.329102,110.331696,-0.690532,-5.931973,-2.640513
543,1.508333,-264.701202,1449.309937,110.348747,-0.679419,-5.890642,-2.617471
544,1.511111,-264.649872,1449.274048,110.27668,-0.69724,-5.917081,-2.644975
545,1.513889,-264.656342,1449.259644,110.287987,-0.949255,-5.980495,-2.690595
546,1.516667,-264.677429,1449.250122,110.303101,-0.924013,-5.946347,-2.843189
547,1.519444,-264.677979,1449.236572,110.294746,-0.897994,-5.9062,-2.897066
548,1.522222,-264.660034,1449.22168,110.274605,-0.862989,-5.936581,-2.861553
549,1.525,-264.63147,1449.226563,110.254753,-0.831419,-5.950537,-2.85351
550,1.527778,-264.605499,1449.235718,110.275345,-0.801973,-5.989357,-2.769723
551,1.530556,-264.618164,1449.224243,110.240166,-0.820763,-6.019214,-2.758893
552,1.533333,-264.598419,1449.235474,110.268867,-0.801889,-6.024698,-2.782325
553,1.536111,-264.605652,1449.216553,110.25309,-0.81382,-6.037864,-2.754973
554,1.538889,-264.589417,1449.21875,110.302162,-0.835838,-6.031634,-2.744575
555,1.541667,-264.612823,1449.24939,110.284012,-0.868219,-6.05239,-2.731845
556,1.544444,-264.610931,1449.24353,110.217453,-0.845814,-6.121827,-2.619965
557,1.547222,-264.603546,1449.251709,110.218994,-0.883663,-6.121758,-2.670968
558,1.55,-264.579041,1449.24707,110.262672,-0.857467,-6.126081,-2.628533
559,1.552778,-264.799042,1449.248169,110.405426,-0.902945,-6.084139,-2.731924
560,1.555556,-264.766815,1449.362183,110.425056,-0.897098,-6.051931,-2.652525
561,1.558333,-264.631989,1449.284058,110.251556,-0.872123,-6.085985,-2.674116
562,1.561111,-264.651062,1449.245728,110.259079,-0.919547,-6.070305,-2.702778
563,1.563889,-264.645691,1449.290649,110.264252,-0.865486,-6.065437,-2.708255
564,1.566667,-264.66037,1449.25415,110.282928,-0.554374,-5.956788,-2.636177
565,1.569444,-264.671204,1449.250977,110.281357,-0.562755,-5.943645,-2.665705
566,1.572222,-264.669312,1449.255737,110.295708,-0.811418,-6.078357,-2.679863
567,1.575,-264.68988,1449.262939,110.34243,-0.499285,-5.949653,-2.615601
568,1.577778,-264.66748,1449.272461,110.31041,-0.508729,-6.01234,-2.527199
569,1.580556,-264.686554,1449.290771,110.344536,-0.480575,-6.004551,-2.593253
570,1.583333,-264.682617,1449.302734,110.3312,-0.487539,-5.949541,-2.697069
571,1.586111,-264.687134,1449.300903,110.339508,-0.443404,-5.984633,-2.706475
572,1.588889,-264.686432,1449.308716,110.328255,-0.415864,-5.978328,-2.634257
573,1.591667,-264.644073,1449.355835,110.338234,-0.407764,-5.996875,-2.626927
574,1.594444,-264.647736,1449.363892,110.323669,-0.374137,-5.978213,-2.61461
575,1.597222,-264.649231,1449.358887,110.322815,-0.369248,-5.953416,-2.6549
576,1.6,-264.728973,1449.345093,110.32415,-0.418371,-5.896058,-2.771579
577,1.602778,-264.667603,1449.335327,110.30024,-0.846319,-5.79645,-3.789476
578,1.605556,-264.782288,1449.331299,110.37294,-0.442098,-5.835855,-2.815198
